,0
2834,100002513335159
2835,100002499148625
2836,100002492144498
2837,100002478926137
2838,100002467561053
2839,100002464428225
2840,100002460830963
2841,100002440814636
2842,100002433493238
2843,100002432988921
2844,100002428368358
2845,100002428098256
2846,100002414528513
2847,100002408181131
2848,100002404808906
2849,100002390693101
2850,100002385978350
2851,100002383901344
2852,100002382904498
2853,100002379991672
2854,100002378378555
2855,100002375634629
2856,100002370495482
2857,100002368948869
2858,100002360711989
2859,100002356132435
2860,100002347344918
2861,100002336493502
2862,100002319976614
2863,100002314603546
2864,100002307483443
2865,100002299768947
2866,100002296264351
2867,100002295699424
2868,100002293392225
2869,100002292410443
2870,100002285754659
2871,100002280768797
2872,100002280727649
2873,100002264175927
2874,100002261578497
2875,100002252977137
2876,100002244549407
2877,100002235810837
2878,100002228878556
2879,100002226623701
2880,100002204803499
2881,100002188042288
2882,100002182719146
2883,100002180722666
2884,100002176272683
2885,100002173336060
2886,100002166718633
2887,100002158231030
2888,100002139444203
2889,100002122254781
2890,100002117484276
2891,100002115130897
2892,100002103037020
2893,100002102482871
2894,100002043732807
2895,100002025126601
2896,100002008776344
2897,100001892387203
2898,100001874028854
2899,100001870486245
2900,100001856033665
2901,100001850493257
2902,100001848136675
2903,100001847480078
2904,100001842062362
2905,100001835116271
2906,100001818033805
2907,100001817029281
2908,100001816632332
2909,100001786574179
2910,100001782478546
2911,100001773784664
2912,100001739863145
2913,100001734906006
2914,100001725238873
2915,100001724426459
2916,100001701814976
2917,100001691646143
2918,100001657450940
2919,100001590716761
2920,100001576165984
2921,100001575929101
2922,100001525096361
2923,100001514004152
2924,100001507783293
2925,100001482408209
2926,100001472935924
2927,100001424614223
2928,100001424321824
2929,100001405882350
2930,100001403696859
2931,100001398956594
2932,100001391739605
2933,100001378887701
2934,100001341096885
2935,100001334717037
2936,100001333335700
2937,100001333254731
2938,100001329302584
2939,100001319326421
2940,100001318886970
2941,100001314147145
2942,100001306218408
2943,100001305386549
2944,100001302852908
2945,100001278871214
2946,100001277844117
2947,100001241778003
2948,100001239546351
2949,100001231683529
2950,100001211292260
2951,100001159012307
2952,100001152718098
2953,100001131048293
2954,100001124352005
2955,100001121935188
2956,100001114531891
2957,100001102308762
2958,100001072921359
2959,100001023147948
2960,100001017708184
2961,100000966214005
2962,100000960854617
2963,100000948006763
2964,100000946054298
2965,100000943578102
2966,100000921927682
2967,100000912193181
2968,100000907377113
2969,100000896622368
2970,100000877694738
2971,100000876033123
2972,100000850160841
2973,100000848596345
2974,100003017464363
2975,100000840933043
2976,100000839038907
2977,100000838657437
2978,100000836599190
2979,100000821163807
2980,100000820180106
2981,100000814708772
2982,100000790770429
2983,100000789428462
2984,100000768740639
2985,100000766925687
2986,100000749903964
2987,100000742149070
2988,100000740142297
2989,100000731269673
2990,100000722970134
2991,100000722434203
2992,100000716410964
2993,100000709058550
2994,100000701247047
2995,100000692509094
2996,100000689168960
2997,100000681486484
2998,100000664252281
2999,100000659684334
3000,100000656983223
3001,100000655198394
3002,100000644616733
3003,100000637414192
3004,100000628445002
3005,100000621695423
3006,100000610594343
3007,100000605506464
3008,100000596712849
3009,100000588022894
3010,100000587894748
3011,100000570111978
3012,100000567670755
3013,100000564323953
3014,100000561928992
3015,100000561180288
3016,100000557350570
3017,100000556267490
3018,100000549829021
3019,100000545183453
3020,100000534061321
3021,100000522967069
3022,100000518803207
3023,100000510110842
3024,100000509842760
3025,100000509172173
3026,100000507381025
3027,100000502115763
3028,100000499261008
3029,100000483555673
3030,100000482962387
3031,100000477212170
3032,100000476915809
3033,100000473073398
3034,100000461797110
3035,100000457950415
3036,100000451648065
3037,100000448833237
3038,100000446356080
3039,100000439943059
3040,100000421154015
3041,100000417540986
3042,100000414643610
3043,100000407627732
3044,100000406489185
3045,100000405882782
3046,100000404996245
3047,100000404371489
3048,100000403418583
3049,100000401568952
3050,100000401101176
3051,100000400186107
3052,100000397883529
3053,100000397112073
3054,100000390416833
3055,100000389679332
3056,100000388009943
3057,100000387100912
3058,100000384650900
3059,100000379915621
3060,100000378251942
3061,100000373606405
3062,100000372765800
3063,100000372145770
3064,100000371182262
3065,100000371165186
3066,100000364422206
3067,100000363842786
3068,100000363662571
3069,100000363547379
3070,100000362852308
3071,100000360484039
3072,100000360121177
3073,100000359712585
3074,100000359217815
3075,100000354256482
3076,100000354123440
3077,100000351462385
3078,100000351104953
3079,100000348828556
3080,100000347862185
3081,100000346605924
3082,100000346129283
3083,100000345607603
3084,100000344975519
3085,100000343772531
3086,100000338259120
3087,100000337971661
3088,100000337873982
3089,100000337851236
3090,100000336234432
3091,100000335328927
3092,100000330968282
3093,100000330502921
3094,100000328868066
3095,100000328392337
3096,100000327041250
3097,100000326946826
3098,100000326444552
3099,100000325712629
3100,100000322659158
3101,100000320487622
3102,100000320387099
3103,100000320019810
3104,100000318707026
3105,100000318470971
3106,100000316364254
3107,100000315129966
3108,100000314940616
3109,100000314839834
3110,100000313872827
3111,100000313270944
3112,100000312717416
3113,100000312106140
3114,100000311556456
3115,100000309826021
3116,100000309341007
3117,100000308605909
3118,100000308462451
3119,100000305800653
3120,100000303025408
3121,100000302651788
3122,100000300338828
3123,100000300070191
3124,100000299705395
3125,100000299095718
3126,100000299011487
3127,100000298670206
3128,100000298163186
3129,100000297794486
3130,100000297480454
3131,100000297270200
3132,100000296547676
3133,100000295376399
3134,100000294716452
3135,100000293359101
3136,100000291952298
3137,100000290709574
3138,100000289106802
3139,100000288620062
3140,100000287809999
3141,100000286994117
3142,100000286202719
3143,100000286137587
3144,100000284280630
3145,100000284234031
3146,100000283217226
3147,100000282876688
3148,100000281040456
3149,100000280900173
3150,100000280573269
3151,100000280282954
3152,100000279663308
3153,100000278594725
3154,100000278385562
3155,100000278253844
3156,100000277448443
3157,100000277160138
3158,100000274594145
3159,100000274344603
3160,100000274275839
3161,100000271666766
3162,100000271410086
3163,100000270077388
3164,100000267092283
3165,100000266457258
3166,100000266300054
3167,100000264326365
3168,100000260075839
3169,100000259037316
3170,100000257074313
3171,100000256421384
3172,100000255435927
3173,100000253738241
3174,100000253342509
3175,100000253118200
3176,100000252248504
3177,100000251680305
3178,100000250315862
3179,100000248442123
3180,100000247314954
3181,100000245951595
3182,100000243849968
3183,100000241447004
3184,100000240110025
3185,100000240106905
3186,100000240084661
3187,100000240071087
3188,100000239323752
3189,100000239002887
3190,100000237338093
3191,100000236302208
3192,100000234775890
3193,100000234445111
3194,100000233870517
3195,100000233627439
3196,100000233617070
3197,100000233458245
3198,100000232570173
3199,100000231205568
3200,100000230907422
3201,100000230036023
3202,100000228661045
3203,100000227085486
3204,100000226704615
3205,100000223363072
3206,100000222799042
3207,100000222439414
3208,100000221943428
3209,100000219990719
3210,100000219511661
3211,100000219440621
3212,100000218803286
3213,100000216845154
3214,100000216588606
3215,100000216572199
3216,100000216297189
3217,100000215199251
3218,100000214204743
3219,100000213654792
3220,100000213244953
3221,100000211403941
3222,100000210345444
3223,100000209634604
3224,100000209406555
3225,100000209312928
3226,100000208270027
3227,100000208200617
3228,100000207589684
3229,100000206427054
3230,100000205080350
3231,100000203951114
3232,100000200354690
3233,100000199812428
3234,100000196890394
3235,100000196215162
3236,100000196071255
3237,100000195219780
3238,100000194834932
3239,100000194588229
3240,100000193094519
3241,100000192915869
3242,100000192666239
3243,100000190886820
3244,100000188163241
3245,100000187967519
3246,100000185754270
3247,100000185199742
3248,100000183206316
3249,100000182951874
3250,100000181705290
3251,100000181531432
3252,100000181141069
3253,100000178464321
3254,100000174011211
3255,100000171775462
3256,100000170805773
3257,100000169479696
3258,100000168901183
3259,100000168712667
3260,100000166910762
3261,100000166823588
3262,100000165544641
3263,100000165217374
3264,100000164120912
3265,100000164032482
3266,100000163668194
3267,100000162280618
3268,100000157087425
3269,100000156570946
3270,100000155476149
3271,100000155377796
3272,100000155060657
3273,100000154481616
3274,100000153731427
3275,100000152152978
3276,100000152089932
3277,100000151753541
3278,100000151364136
3279,100000149406189
3280,100000149186115
3281,100000148540669
3282,100000146431566
3283,100000146331326
3284,100000144303013
3285,100000144294272
3286,100000142847408
3287,100000137091286
3288,100000135813503
3289,100000131137996
3290,100000130386341
3291,100000129505575
3292,100000129243965
3293,100000128235869
3294,100000128058411
3295,100000126979564
3296,100000125688447
3297,100000124183821
3298,100000123142262
3299,100000120700086
3300,100000119057024
3301,100000118384018
3302,100000115397981
3303,100000107949528
3304,100000105916878
3305,100000105861098
3306,100000103365887
3307,100000103297023
3308,100000102090679
3309,100000101466902
3310,100000100788761
3311,100000098030938
3312,100000097906193
3313,100000096761182
3314,100000085011830
3315,100000084095908
3316,100000080825857
3317,100000076702206
3318,100000076572602
3319,100000072658440
3320,100000070059710
3321,100000069176578
3322,100000067550791
3323,100000067488326
3324,100000067317313
3325,100000066288404
3326,100000062501664
3327,100000061836958
3328,100000053447302
3329,100000049738391
3330,100000049505710
3331,100000047625382
3332,100000045782961
3333,100000045252655
3334,100000044261902
3335,100000030717343
3336,100000028870164
3337,100000021269361
3338,100000020957573
3339,100000014884721
3340,100000013093911
3341,100000004430137
3342,1840273715
3343,1838715676
3344,1837597106
3345,1836642999
3346,1833791248
3347,1832055131
3348,1827715299
3349,1827107947
3350,1824508111
3351,1823845878
3352,1808986334
3353,1805197826
3354,1805133839
3355,1797404154
3356,1780284478
3357,1777490413
3358,1775343893
3359,1773200377
3360,1772281102
3361,1766480325
3362,1764892602
3363,1744434033
3364,1744071753
3365,1742322478
3366,1730898869
3367,1720517756
3368,1698984193
3369,1683983928
3370,1683955935
3371,1676994423
3372,1674541601
3373,1668822868
3374,1664943069
3375,1655464669
3376,1643772989
3377,1621616600
3378,1614845836
3379,1605993545
3380,1578814014
3381,1574187152
3382,1570157964
3383,1564573739
3384,1560528842
3385,1549239079
3386,1547337211
3387,1531567481
3388,1527953655
3389,1519143677
3390,1512153732
3391,1507124695
3392,1504055123
3393,1502548347
3394,1500922286
3395,1491969262
3396,1477639942
3397,1475788500
3398,1462736092
3399,1458888045
3400,1442452913
3401,1442079856
3402,1417478244
3403,1414752642
3404,1413183723
3405,1388091865
3406,1383794083
3407,1356840841
3408,1353798124
3409,1347277790
3410,1331407069
3411,1315295798
3412,1309583582
3413,1309060323
3414,1300464217
3415,1279220966
3416,1255744501
3417,1224873823
3418,1207214337
3419,1175737317
3420,1166538575
3421,1164000277
3422,1128229152
3423,1127702450
3424,1126774965
3425,1120916863
3426,1112116154
3427,1091664778
3428,1073173792
3429,1073108465
3430,1072729805
3431,1059369932
3432,1057701595
3433,1050751903
3434,1044656356
3435,1022914888
3436,1022451582
3437,1022183644
3438,1011676612
3439,1010685807
3440,1010372194
3441,1008796976
3442,1001531714
3443,833098749
3444,819029532
3445,809089443
3446,805350316
3447,803189095
3448,763534230
3449,754909882
3450,750270464
3451,749683650
3452,742109680
3453,738684860
3454,735604519
3455,726215163
3456,723132296
3457,714640174
3458,712605690
3459,706867367
3460,704224843
3461,700054661
3462,687368990
3463,674911341
3464,674691556
3465,674311968
3466,665196008
3467,658319530
3468,657355877
3469,656221974
3470,655910688
3471,648944677
3472,644503665
3473,639189393
3474,628961871
3475,626000081
3476,623715226
3477,622702959
3478,621725880
3479,618748575
3480,618130628
3481,616942365
3482,607744734
3483,596928674
3484,595772827
3485,595192477
3486,585172089
3487,573038448
3488,572203664
3489,555246346
3490,552842107
3491,541919741
3492,536205733
3493,533519219
3494,524226326
3495,524146683
3496,520384530
3497,514312495
3498,501664297
3499,100005934967483
3500,1220521822
3501,100000371716735
3502,100008390799441
3503,100007436432632
3504,100037006807132
3505,100007140932407
3506,100003264760879
3507,519364208
3508,100000329246340
3509,100002431123238
3510,100000431259739
3511,100000157163825
3512,500703582
3513,100000540950082
3514,100000301661324
3515,100000043618492
3516,100026355073225
3517,100000229107776
3518,100000248781398
3519,100002217504072
3520,100009131436282
3521,100012932505755
3522,100002934631422
3523,100000312184056
3524,100006635015169
3525,100000285908949
3526,100004231543116
3527,100000320628868
3528,100034467871560
3529,100006383142222
3530,100000326956390
3531,100004009341629
3532,100000226825803
3533,100000421768388
3534,100000361029070
3535,100001785993480
3536,100000224705108
3537,100006550723948
3538,1555604814516130
3539,808711862523004
3540,335474020160247
3541,100037101344067
3542,100037006514636
3543,100036983316570
3544,100036868847210
3545,100036512109791
3546,100036401101171
3547,100035994270290
3548,100033376295963
3549,100032874305889
3550,100032289080908
3551,100030998059187
3552,100030227603498
3553,100029225660669
3554,100028834673191
3555,100028816230700
3556,100028417396908
3557,100028100436974
3558,100027892170108
3559,100027605482594
3560,100027451126235
3561,100027127612525
3562,100026829396327
3563,100026470336399
3564,100025880238343
3565,100024626573975
3566,100024365491342
3567,100024273496259
3568,100024272333136
3569,100024164710438
3570,100024149874024
3571,100024078320589
3572,100023947723641
3573,100023637983869
3574,100023472752802
3575,100023363536667
3576,100023250683888
3577,100023174236422
3578,100023018828111
3579,100022820431430
3580,100022809920183
3581,100022487002737
3582,100022442470221
3583,100022413825802
3584,100022292704266
3585,100021806588902
3586,100021622639995
3587,100021430730583
3588,100019793979347
3589,100018955113690
3590,100018186242517
3591,100018084304732
3592,100018010087960
3593,100017861647930
3594,100017179369469
3595,100016891668116
3596,100016795029115
3597,100016433592269
3598,100015974593902
3599,100015923502673
3600,100015728207159
3601,100015668890252
3602,100015511505476
3603,100015413322346
3604,100015304213059
3605,100015267848244
3606,100015107478747
3607,100015094327292
3608,100014582824139
3609,100014526437369
3610,100014326921512
3611,100014298036165
3612,100014282138653
3613,100014280525308
3614,100014230122251
3615,100014191867046
3616,100014029561928
3617,100014026219020
3618,100013881552489
3619,100013760770332
3620,100013759125709
3621,100013572072620
3622,100013555512474
3623,100013392997026
3624,100013059254483
3625,100012804071025
3626,100012613530672
3627,100012431554242
3628,100012267155545
3629,100012212284536
3630,100011898991782
3631,100011842535574
3632,100011753118003
3633,100011739232931
3634,100011722864898
3635,100011707562815
3636,100011684021313
3637,100011673984463
3638,100011603342064
3639,100011558196286
3640,100011431696449
3641,100011390461833
3642,100011380028782
3643,100011369039802
3644,100011338309531
3645,100011330026997
3646,100011286272832
3647,100011202463124
3648,100011167152621
3649,100011151734492
3650,100011146329506
3651,100011065354536
3652,100010971915848
3653,100010911850357
3654,100010899011549
3655,100010886737306
3656,100010877174945
3657,100010725016669
3658,100010680434626
3659,100010674555654
3660,100010661504247
3661,100010545125284
3662,100010456037291
3663,100010255021761
3664,100010156050918
3665,100010148823681
3666,100010092280836
3667,100010091655865
3668,100010065829313
3669,100010051897777
3670,100010023602762
3671,100009981555799
3672,100009978850107
3673,100009937158111
3674,100009926262648
3675,100009888554064
3676,100009814090169
3677,100009787683005
3678,100009777842041
3679,100009713769153
3680,100009699764916
3681,100009691302558
3682,100009641532243
3683,100009584243717
3684,100009558758474
3685,100009522605591
3686,100009478671247
3687,100009458078821
3688,100009457266283
3689,100009394168020
3690,100009383823704
3691,100009374242031
3692,100009338759580
3693,100009321305917
3694,100009244099571
3695,100009198711560
3696,100009188449427
3697,100009161723733
3698,100009108441240
3699,100009102753550
3700,100009081966406
3701,100009078834907
3702,100009011712362
3703,100008940249351
3704,100008850576345
3705,100008834233108
3706,100008677274590
3707,100008532526678
3708,100008532157508
3709,100008499991739
3710,100008409577847
3711,100008404986956
3712,100008376544553
3713,100008376404759
3714,100008315642396
3715,100008313681061
3716,100008312525381
3717,100008283644445
3718,100008282940617
3719,100008280967069
3720,100008268108104
3721,100008238276630
3722,100008229754051
3723,100008214877400
3724,100008195101702
3725,100008172600746
3726,100008166003184
3727,100008164388235
3728,100008044421817
3729,100008041271241
3730,100008033949585
3731,100008007222263
3732,100007997328746
3733,100007899635491
3734,100007895653785
3735,100007890336899
3736,100007887284012
3737,100007880596206
3738,100007857002953
3739,100007842672063
3740,100007823471660
3741,100007809581108
3742,100007794458768
3743,100007793527189
3744,100007671877913
3745,100007622943759
3746,100007615065635
3747,100007580652236
3748,100007558815058
3749,100007537149069
3750,100007502925500
3751,100007489842286
3752,100007423807127
3753,100007328552291
3754,100007310674017
3755,100007220222106
3756,100007128311831
3757,100007123383572
3758,100007114937767
3759,100007109074414
3760,100007060953139
3761,100007027720664
3762,100007023046009
3763,100007016470091
3764,100006958425608
3765,100006944383821
3766,100006887617649
3767,100006877500122
3768,100006867075350
3769,100006866730664
3770,100006861423174
3771,100006841724099
3772,100006831600476
3773,100006814655971
3774,100006787294553
3775,100006777811230
3776,100006771640952
3777,100006768196876
3778,100006768012888
3779,100006751181730
3780,100006741760190
3781,100006715939420
3782,100006694055651
3783,100006681046244
3784,100006610414822
3785,100006607534270
3786,100006605026060
3787,100006596294313
3788,100006591065960
3789,100006554581429
3790,100006503298413
3791,100006489972558
3792,100006478690240
3793,100006450674130
3794,100006441702712
3795,100006436037597
3796,100006434273118
3797,100006424063373
3798,100006402667759
3799,100006343085736
3800,100006334088166
3801,100006325568260
3802,100006290495319
3803,100006276458202
3804,100006266325787
3805,100006262932800
3806,100006241773653
3807,100006218466225
3808,100006201158206
3809,100006184142994
3810,100006167231941
3811,100006156670811
3812,100006096540682
3813,100006094140555
3814,100006090752121
3815,100006050898551
3816,100006041208215
3817,100005991349288
3818,100005958282488
3819,100005946967527
3820,100005933568474
3821,100005929096486
3822,100005926895938
3823,100005903430801
3824,100005894533547
3825,100005869836202
3826,100005828160478
3827,100005743891228
3828,100005684822708
3829,100005679334737
3830,100005618466364
3831,100005616340174
3832,100005588925966
3833,100005573797664
3834,100005540437972
3835,100005378959441
3836,100005270772754
3837,100005246615859
3838,100005237677901
3839,100005197862936
3840,100005194543043
3841,100005183860146
3842,100005180592899
3843,100005123562961
3844,100005053111245
3845,100005024105671
3846,100004975026835
3847,100004971121739
3848,100004969354994
3849,100004961761964
3850,100004946974315
3851,100004944348656
3852,100004928448985
3853,100004924179346
3854,100004883975383
3855,100004883220815
3856,100004852290071
3857,100004828755917
3858,100004802446677
3859,100004802251777
3860,100004793643876
3861,100004791187794
3862,100004774269304
3863,100004767631827
3864,100004721826895
3865,100004709761570
3866,100004687067755
3867,100004685950906
3868,100004670735846
3869,100004668485706
3870,100004662100471
3871,100004636561010
3872,100004608120676
3873,100004603154328
3874,100004596454614
3875,100004586822462
3876,100004581187537
3877,100004548102585
3878,100004536670607
3879,100004532345528
3880,100004475657942
3881,100004465560242
3882,100004441085301
3883,100004437492035
3884,100004428036389
3885,100004408848302
3886,100004403461620
3887,100004387380168
3888,100004340203043
3889,100004339770608
3890,100004331531182
3891,100004280294128
3892,100004276696033
3893,100004266463760
3894,100004260978569
3895,100004198484411
3896,100004194732801
3897,100004192770163
3898,100004183387264
3899,100004161487720
3900,100004140548512
3901,100004112351646
3902,100004095302238
3903,100004093243055
3904,100004089695308
3905,100004086083481
3906,100004085899204
3907,100004068890573
3908,100004067214440
3909,100004059050935
3910,100004026501570
3911,100004005931655
3912,100003953014559
3913,100003935851287
3914,100003919018447
3915,100003904391129
3916,100003891322192
3917,100003870690256
3918,100003864956250
3919,100003852408333
3920,100003842749307
3921,100003833098333
3922,100003825069011
3923,100003804664687
3924,100003780964475
3925,100003778884616
3926,100003758682427
3927,100003737457716
3928,100003728473150
3929,100003660362228
3930,100003651012367
3931,100003634178327
3932,100003631877076
3933,100003627573885
3934,100003620828093
3935,100003590411491
3936,100003586530449
3937,100003584525355
3938,100003581198417
3939,100003581144976
3940,100003579806098
3941,100003556913423
3942,100003547140446
3943,100003544477599
3944,100003535682302
3945,100003523383922
3946,100003522696915
3947,100003516171533
3948,100003512678884
3949,100003505439010
3950,100003502892689
3951,100003501043355
3952,100003489975845
3953,100003465281226
3954,100003463220199
3955,100003461881813
3956,100003389481516
3957,100003387003998
3958,100003369506402
3959,100003356003862
3960,100003350770858
3961,100003312667624
3962,100003310507570
3963,100003307665925
3964,100003297953972
3965,100003285627399
3966,100003279771277
3967,100003279632322
3968,100003258988594
3969,100003226404156
3970,100003215063089
3971,100003207095320
3972,100003194784809
3973,100003191626027
3974,100003190623233
3975,100003189855191
3976,100003185298313
3977,100003184405452
3978,100003160508670
3979,100003141426111
3980,100003136756622
3981,100003133780838
3982,100003123366272
3983,100003122140499
3984,100003108353635
3985,100003107990697
3986,100003104218939
3987,100003100585337
3988,100003096321300
3989,100003084289239
3990,100003083460191
3991,100003070972570
3992,100003066513620
3993,100003061420009
3994,100003055788837
3995,100003051566484
3996,100003045931890
3997,100003043744997
3998,100003012148359
3999,100002994118390
4000,100002965021610
4001,100002962082056
4002,100002956065063
4003,100002945126399
4004,100002942867690
4005,100002937827543
4006,100002935000974
4007,100002934566788
4008,100002902564772
4009,100002879753142
4010,100002877482042
4011,100002866249632
4012,100002847742047
4013,100002840881425
4014,100002838784576
4015,100002829442132
4016,100002819558914
4017,100002810737361
4018,100002806172113
4019,100002784572889
4020,100002773549975
4021,100002764920017
4022,100002748831181
4023,100002747798350
4024,100002744463494
4025,100002743458967
4026,100002683626467
4027,100002677910193
4028,100002674200967
4029,100002670134957
4030,100002665263156
4031,100002659884177
4032,100002655515290
4033,100002654211047
4034,100002646687658
4035,100002638710665
4036,100002636353146
4037,100002627605465
4038,100002625280204
4039,100002606048972
4040,100002604648195
4041,100002602015975
4042,100002581148563
4043,100002577878894
4044,100002577305142
4045,100002572958265
4046,100002571023091
4047,100002560440473
4048,100002558714683
4049,100002545168451
4050,100002543852197
4051,100002539369498
4052,100002521562072
4053,100002518557713
4054,100002510900369
4055,100002508505636
4056,100002505567433
4057,100002500008897
4058,100002489870840
4059,100002482672407
4060,100002480390456
4061,100002479939339
4062,100002478506531
4063,100002476650882
4064,100002467617576
4065,100002463200940
4066,100002438816789
4067,100002435378373
4068,100002433678816
4069,100002433073165
4070,100002430969495
4071,100002427386221
4072,100002426751622
4073,100002425204158
4074,100002424526794
4075,100002391375869
4076,100002389597872
4077,100002388387613
4078,100002383740938
4079,100002368641129
4080,100002361500018
4081,100002360068898
4082,100002349648518
4083,100002347151827
4084,100002326408289
4085,100002318325366
4086,100002317428522
4087,100002310697166
4088,100002293432367
4089,100002293355357
4090,100002275689625
4091,100002271775449
4092,100002268976723
4093,100002267386751
4094,100002264628458
4095,100002259077017
4096,100002256807979
4097,100002250637014
4098,100002250203113
4099,100002240137283
4100,100002238421006
4101,100002237803970
4102,100002237157212
4103,100002227968963
4104,100002223434912
4105,100002205711345
4106,100002187462012
4107,100002180793097
4108,100002173276417
4109,100002158339625
4110,100002155555786
4111,100002139674054
4112,100002135766820
4113,100002132350424
4114,100002122806785
4115,100002111227243
4116,100002104201475
4117,100002090507919
4118,100002088522067
4119,100002068355356
4120,100002066272995
4121,100002064038460
4122,100002060733700
4123,100002060305926
4124,100002055011229
4125,100002045582937
4126,100002043648364
4127,100002041943752
4128,100002040807844
4129,100002015401813
4130,100002003257078
4131,100001991998437
4132,100001979757717
4133,100001970965203
4134,100001968766287
4135,100001957253418
4136,100001954560978
4137,100001952011492
4138,100001937111340
4139,100001930953479
4140,100008226011124
4141,100001922091855
4142,100001912248137
4143,100001904481395
4144,100001899612641
4145,100001886001484
4146,100001880824679
4147,100001872101812
4148,100001866485386
4149,100001866071863
4150,100001861804038
4151,100001857583146
4152,100001852904974
4153,100001851847157
4154,100001839768089
4155,100001838715401
4156,100001835614457
4157,100001833020198
4158,100001804952653
4159,100001791081042
4160,100001774201223
4161,100001748698625
4162,100001746125266
4163,100001723672895
4164,100001718872155
4165,100001714268608
4166,100001713303043
4167,100001710715941
4168,100001708766853
4169,100001695547476
4170,100001694593465
4171,100001689812064
4172,100001683480518
4173,100001680165334
4174,100001668444396
4175,100001667045782
4176,100001665135020
4177,100001663545447
4178,100001656877622
4179,100001656643002
4180,100001651857389
4181,100001651523868
4182,100001651442944
4183,100001618492861
4184,100001615487002
4185,100001607029487
4186,100001606544976
4187,100001599592669
4188,100001597877743
4189,100001588135802
4190,100001586495447
4191,100001582733087
4192,100001568965538
4193,100001567465495
4194,100001563300427
4195,100001561860221
4196,100001557718696
4197,100001557105969
4198,100001545829219
4199,100001541306207
4200,100001537070645
4201,100001534121635
4202,100001530997339
4203,100001490591115
4204,100001487225255
4205,100001474643392
4206,100001464264247
4207,100001461352156
4208,100001455152608
4209,100001453101075
4210,100001452792612
4211,100001451892437
4212,100001450256666
4213,100001447058827
4214,100001428134529
4215,100001408913503
4216,100001399266595
4217,100001385561160
4218,100001379065388
4219,100001376071646
4220,100001371281884
4221,100001370236161
4222,100001355450596
4223,100001346402848
4224,100001331780046
4225,100001331377824
4226,100001323745133
4227,100001319968390
4228,100001302605668
4229,100001298988254
4230,100001295017711
4231,100001291759560
4232,100001279950035
4233,100001274407399
4234,100001274199452
4235,100001273172916
4236,100001266547083
4237,100001261553861
4238,100001254613487
4239,100001250252168
4240,100001248705746
4241,100001243821905
4242,100001227726047
4243,100001225057573
4244,100001210511131
4245,100001205005616
4246,100001198456771
4247,100001178720488
4248,100001166452146
4249,100001165016488
4250,100001160492444
4251,100001160329607
4252,100001156671441
4253,100001155991433
4254,100001139251837
4255,100001130351831
4256,100001115555728
4257,100001115497001
4258,100001113455291
4259,100001110183561
4260,100001108132824
4261,100001106554711
4262,100001104883452
4263,100001100364078
4264,100001094676827
4265,100001081554635
4266,100001076891247
4267,100001073716371
4268,100001067945498
4269,100001058855706
4270,100001044081796
4271,100001041984708
4272,100001040161333
4273,100001035973696
4274,100001033480715
4275,100001021732872
4276,100001018107653
4277,100001017456193
4278,100001011467821
4279,100001007041551
4280,100000985822838
4281,100000982646879
4282,100000979938392
4283,100000976742054
4284,100000975962004
4285,100000971696833
4286,100000968646903
4287,100000956019353
4288,100000927969116
4289,100000927285398
4290,100000920977287
4291,100000918261389
4292,100000912099023
4293,100000909069550
4294,100000896297753
4295,100000892914356
4296,100000889245968
4297,100000880780087
4298,100000879977128
4299,100000878793712
4300,100000874867865
4301,100000873877133
4302,100000872977185
4303,100000865703439
4304,100000863296456
4305,100000859528880
4306,100000859325613
4307,100000858272544
4308,100000854917820
4309,100000850576412
4310,100000843711886
4311,100000837685666
4312,100000832770708
4313,100000814335559
4314,100000795156480
4315,100000793294159
4316,100000784758164
4317,100000781483423
4318,100000772455296
4319,100000765200404
4320,100000750302944
4321,100000748693705
4322,100000748575710
4323,100000747846612
4324,100000747296522
4325,100000732102022
4326,100000731693413
4327,100000726155317
4328,100000722742006
4329,100000718179774
4330,100000708150035
4331,100000705557512
4332,100000700775801
4333,100000698525817
4334,100000696358134
4335,100000696344438
4336,100000695823037
4337,100000691827943
4338,100000691226595
4339,100000685801658
4340,100000685578528
4341,100000662938277
4342,100000653115809
4343,100000650349441
4344,100000646801874
4345,100000631450454
4346,100000624631728
4347,100000612787866
4348,100000612106361
4349,100000610803662
4350,100000606088154
4351,100000602215485
4352,100000592722611
4353,100000591105989
4354,100000587381282
4355,100000586381594
4356,100000571093645
4357,100000570400495
4358,100000569821443
4359,100000567951166
4360,100000566603404
4361,100000558851741
4362,100000551421492
4363,100000547213464
4364,100000541123963
4365,100000538681626
4366,100000533556151
4367,100000532490113
4368,100000531895925
4369,100000529294620
4370,100000515081077
4371,100000514437177
4372,100000514050970
4373,100000509389062
4374,100000502806966
4375,100000501902212
4376,100000497709167
4377,100000496689811
4378,100000495557081
4379,100000491986762
4380,100000487940084
4381,100000486271696
4382,100000482499582
4383,100000482245831
4384,100000475324318
4385,100000474072721
4386,100000473835847
4387,100000470738451
4388,100000468506298
4389,100000466802522
4390,100000460280635
4391,100000459960872
4392,100000458647818
4393,100000458250944
4394,100000456914521
4395,100000456585500
4396,100000455971050
4397,100000454637213
4398,100000451646520
4399,100000451332430
4400,100000449678101
4401,100000449587739
4402,100000445711724
4403,100000444095043
4404,100000443768027
4405,100000441361351
4406,100000440818950
4407,100000439227743
4408,100000437415670
4409,100000434230252
4410,100000432568075
4411,100000429915968
4412,100000428306611
