,0
351,100000443687403
352,100000432962747
353,100000429833516
354,100000426975538
355,100000424183948
356,100000420960531
357,100000420261241
358,100000407592242
359,100000403845555
360,100000395651277
361,100000393308044
362,100000389431025
363,100000387241896
364,100000383295184
365,100000370031837
366,100000365568066
367,100000361396641
368,100000353650368
369,100000344202816
370,100000343782321
371,100000343618128
372,100000343190679
373,100000334285592
374,100000322186454
375,100000319067235
376,100000310730398
377,100000302463914
378,100000300585118
379,100000299580418
380,100000296899961
381,100000294934923
382,100000292606033
383,100000291780202
384,100000291146331
385,100000291132665
386,100000290963632
387,100000287523314
388,100000287324557
389,100000286832147
390,100000285317404
391,100000284732147
392,100000283638518
393,100000282373751
394,100000280640692
395,100000280344250
396,100000279521474
397,100000276397620
398,100000272263325
399,100002498152569
400,100000271924752
401,100000270198928
402,100000269331545
403,100000268209063
404,100000256183253
405,100000256120207
406,100000254904974
407,100000253797820
408,100000251113184
409,100000251032801
410,100000249421958
411,100000247055050
412,100000246672012
413,100000245277257
414,100000245035141
415,100000241134714
416,100000240333277
417,100000237896152
418,100000234020327
419,100000233793689
420,100000230295628
421,100000229887775
422,100000226902544
423,100000223735368
424,100000223686415
425,100000220113517
426,100000218624277
427,100000217865979
428,100000217128549
429,100000215301383
430,100000214782736
431,100000209574387
432,100000208969503
433,100000205405068
434,100000203234299
435,100000202745101
436,100000201861523
437,100000201278163
438,100000199634849
439,100000198793773
440,100000195789229
441,100000195461607
442,100000186919664
443,100000178953466
444,100000176750181
445,100000173062603
446,100000172047058
447,100000168618764
448,100000166339009
449,100001892470936
450,100000165597004
451,100000161915456
452,100000161243929
453,100000160508804
454,100000155467655
455,100000143682665
456,100000141183238
457,100000137154255
458,100000136913880
459,100000133978038
460,100000129111738
461,100000124946145
462,100000122658389
463,100000119062564
464,100000116335678
465,100000115044054
466,100000113011725
467,100000108543892
468,100000107571004
469,100000092838003
470,100000088738342
471,100000075742073
472,100000074017037
473,100000068575315
474,100000066354181
475,100000050141429
476,100000037012407
477,100000033252453
478,100000028588961
479,1836473072
480,1815317677
481,1810812874
482,1800474054
483,1781777918
484,1773529118
485,1771920258
486,1769543719
487,1753830429
488,1736786975
489,1725952163
490,1701679293
491,1692607420
492,1674623206
493,1655603178
494,1607961333
495,1591895881
496,1586667682
497,1586300575
498,1579718511
499,1561924061
500,1554707255
501,1529427480
502,1503854324
503,1497867374
504,1473322284
505,1449680774
506,1434357654
507,1427886000
508,1427625715
509,1418528801
510,1407368879
511,1379823110
512,1376353201
513,1358514714
514,1340769893
515,1338805505
516,1332319756
517,1284594269
518,1227622700
519,1212297739
520,1193934509
521,1180543941
522,1158377930
523,1127210554
524,1074545929
525,1057255936
526,1039192789
527,763749200
528,750313611
529,711507860
530,710957662
531,696687144
532,691094588
533,688617494
534,680551137
535,663853478
536,663563882
537,662428171
538,659013163
539,632573787
540,625483384
541,595120795
542,569225798
543,567484912
544,551714866
545,532366492
546,530758388
547,529073850
548,526228263
549,100007947548609
550,100003075287847
551,100011385136171
552,1227922264
553,100006830677809
554,100000261648820
555,100000353599962
556,100007828081106
557,100016888681905
558,1097590238
559,100001565465314
560,100005252228018
561,100000254808389
562,100004358712353
563,100005096735325
564,100000292516530
565,100007523589429
566,100003476061915
567,100015272883516
568,100001836224276
569,100000264423134
570,1412606851
571,100004821618767
572,100000140625380
573,100000349685416
574,100013063177906
575,100013821141504
576,100005380591596
577,100000586935336
578,100009353089997
579,100035545245809
580,100000236733644
581,100001660226887
582,100003885955413
583,100000180052671
584,100029125770445
585,100009758852343
586,100005343195939
587,100004830399776
588,100004185345419
589,100002884587284
590,100002824136236
591,100000379486493
592,100000350727269
593,100000204363161
594,100000203140150
595,100000195769226
596,100000154360824
597,100000067282002
598,1702832014
599,1632642400
600,100000378681882
601,100000340930434
602,100022976533749
603,1376073843
604,1849536973
605,100013001760891
606,100034798433987
607,1652621348
608,100000258729919
609,100001708026855
610,100008295163512
611,1600365679
612,100000045050982
613,100000372511094
614,100003464572006
615,100004214640449
616,100002571212006
617,100028898046960
618,100032410238888
619,100002734632501
620,100031059783789
621,100003674478080
622,1818845936
623,100000276859085
624,100000365972676
625,100000109714409
626,100030319222286
627,100000320520538
628,617936179
629,100000191271044
630,100003104150842
631,100000306099420
632,100000360895673
633,100000268821814
634,100009076551434
635,100002300712753
636,528792625
637,100000932434558
638,100002313592910
639,100000258486971
640,1827487866
641,100017124120594
642,676337338
643,100000215957170
644,100009902618325
645,100028760445834
646,100027049944263
647,100024163541981
648,100021419640588
649,100018563470458
650,100017997219230
651,100014568793081
652,100013188611396
653,100011713754826
654,100011520608608
655,100011425820763
656,100010337592868
657,100008471563988
658,100007230998828
659,100007129578385
660,100007077876780
661,100006938102485
662,100006390014252
663,100006027182289
664,100005588640798
665,100005359876164
666,100005358368820
667,100005295095260
668,100004378066352
669,100004375450983
670,100004283442872
671,100004039460169
672,100003846614282
673,100003178340936
674,100002992796783
675,100002858574651
676,100002794816135
677,100002596117768
678,100002522732801
679,100002491070078
680,100002475590667
681,100002285776889
682,100002274602548
683,100002172745740
684,100002114564924
685,100002082702420
686,100002015503558
687,100001838013186
688,100001833327453
689,100001829028792
690,100001649619824
691,100001375940170
692,100001338985511
693,100001325882806
694,100001261792889
695,100001260678578
696,100001074732609
697,100001041482999
698,100001009851808
699,100001009100011
700,100000865032656
701,100000854056284
702,100000566298598
703,100000483941739
704,100000474138476
705,100000456440845
706,100000454700759
707,100000438262826
708,100000423800157
709,100000414792294
710,100000387472294
711,100000374963759
712,100000361892416
713,100000353961006
714,100000353416487
715,100000347346567
716,100000345630310
717,100000339156585
718,100000337459697
719,100000334932914
720,100000332973720
721,100000327204432
722,100000309881483
723,100000308357027
724,100000305116257
725,100000296232849
726,100000284852193
727,100000278402597
728,100000271446641
729,100000260245612
730,100000249003068
731,100000237200446
732,100000226570991
733,100000225483434
734,100000219684710
735,100000217710822
736,100000206681090
737,100000201918407
738,100000195566458
739,100000188936664
740,100000167145993
741,100000164233668
742,100000127789864
743,100000112374344
744,100000059178026
745,1796305218
746,1735700312
747,1720327451
748,1650938653
749,1551968179
750,1485627374
751,1477581624
752,1154952741
753,1151191971
754,1027174613
755,1014338269
756,894485051
757,740438297
758,732877410
759,726726528
760,722702952
761,643522829
762,626203612
763,613688316
764,572367295
765,569684685
766,547803286
767,510541718
768,100000182460969
769,100000521301556
770,1224717894
771,100016342818333
772,100008152089788
773,100009977503979
774,1642492410
775,100000146826388
776,100000798058930
777,100022362284946
778,100001353740216
779,100012881254379
780,100003295222215
781,100004195115815
782,100003748076060
783,100007324411892
784,100009416278610
785,100000061590141
786,100031835147990
787,100014317711690
788,100006460312938
789,100000290340412
790,677749563
791,1291871669
792,100000209854353
793,100007841389320
794,100003693427465
795,100006184801106
796,100000272156523
797,100023352078262
798,100000258724897
799,100003801924997
800,100025895281297
801,752128526
802,100000726924099
803,100014176862731
804,100029280110268
805,100029159388273
806,100028488245329
807,100027870840653
808,100027110107500
809,100024792030828
810,100024457190185
811,100021980928103
812,100016266754535
813,100015039993394
814,100014452260965
815,100012968385419
816,100012645454836
817,100012093489182
818,100011868229592
819,100011284304484
820,100010841284714
821,100010195181504
822,100009579935526
823,100009302866760
824,100008370701322
825,100008096027483
826,100007836575547
827,100007667554775
828,100007581247435
829,100007350514392
830,100007331326596
831,100007310704918
832,100007240519019
833,100007152190548
834,100006760021486
835,100006587551684
836,100006535802950
837,100006520370720
838,100006178068502
839,100006001410842
840,100005986985764
841,100005812050541
842,100005779723091
843,100005547346255
844,100005378593935
845,100005303864962
846,100005246086574
847,100004920408814
848,100004842229166
849,100004812341489
850,100004632967380
851,100004561151924
852,100004375232253
853,100004318482176
854,100004247947315
855,100004111448997
856,100004091470658
857,100004090630128
858,100003658378118
859,100003645190706
860,100003519939088
861,100003381570474
862,100003240782995
863,100003139639692
864,100003097264425
865,100003029289585
866,100003002755244
867,100002539653903
868,100002498389475
869,100002223101794
870,100002197519182
871,100001947985781
872,100001761866426
873,100001690471434
874,100001664620875
875,100001613456485
876,100001590349258
877,100001547901818
878,100001366045765
879,100001296086224
880,100001255877418
881,100001219129622
882,100001212864687
883,100001175754715
884,100001139110395
885,100001067314260
886,100001025392242
887,100000652948199
888,100000628222195
889,100000577543049
890,100000574063140
891,100000494988352
892,100000394718847
893,100000371577679
894,100000362228327
895,100000359975867
896,100000355068279
897,100000354374127
898,100000335457332
899,100000292120731
900,100000256035968
901,100000250515515
902,100000246095351
903,100000216066093
904,100000210664880
905,100000206208585
906,100000204519841
907,100000200700925
908,100000197919874
909,100000184526368
910,100000181350162
911,100000178678509
912,100000169782432
913,100000163115569
914,100000122626158
915,100000106067237
916,100000080906397
917,100000041302238
918,1829780284
919,1821991916
920,1819686884
921,1799861567
922,1726620948
923,1605969154
924,1563747472
925,1549545438
926,1420722578
927,1411388069
928,1402718015
929,1378452207
930,1112362902
931,1084485677
932,1018460466
933,1009950746
934,765319152
935,662985129
936,626297376
937,620383692
938,537638622
939,522443894
940,521714339
941,100000442421723
942,100003614553003
943,100002042106468
944,576715388
945,100001607292233
946,776385343
947,100003920002980
948,100007088082666
949,542648793
950,1486447403
951,100008132045706
952,100015650475909
953,582439766
954,100004049591230
955,100007392963432
956,100002961324200
957,100003500647176
958,100014739973124
959,100002635874569
960,100000154950338
961,100001158308402
962,100007857910851
963,100016584042985
964,100007817836149
965,100007064046592
966,100000130494425
967,100035958647712
968,100034785930505
969,100033323293455
970,100031655192885
971,100030827253038
972,100030531141995
973,100030049574825
974,100029777711033
975,100028228014180
976,100025272677646
977,100024840892168
978,100024359161216
979,100024103577099
980,100023815508188
981,100022262049635
982,100021874971988
983,100021654281619
984,100018820303248
985,100016155559223
986,100015715862571
987,100015640716182
988,100015432392798
989,100015404564721
990,100015334998065
991,100013694647553
992,100013380727806
993,100013068214015
994,100012974075525
995,100012896763165
996,100012625291805
997,100011741232300
998,100011068237223
999,100011049036582
1000,100010277465821
1001,100010213186790
1002,100010110185704
1003,100009118220244
1004,100008929243908
1005,100008629934029
1006,100008538048469
1007,100008415933690
1008,100008346999016
1009,100008264197399
1010,100008238616494
1011,100008230873453
1012,100008090922090
1013,100007994565976
1014,100007879472915
1015,100007825838515
1016,100007814671620
1017,100007747862156
1018,100007709765387
1019,100007667539250
1020,100007563483649
1021,100007467061219
1022,100007334046345
1023,100007194467894
1024,100007178777526
1025,100007140181081
1026,100007077157214
1027,100007044937134
1028,100006834818257
1029,100006779319107
1030,100006716940371
1031,100006703923626
1032,100006521173314
1033,100006279465363
1034,100006247806659
1035,100006219452005
1036,100006175621969
1037,100006131167771
1038,100006089170991
1039,100006005730686
1040,100005933978788
1041,100009201265394
1042,100005907690636
1043,100005900164827
1044,100005898571835
1045,100005840190073
1046,100005770510366
1047,100005736790304
1048,100005715648910
1049,100005650125558
1050,100005387854505
1051,100005246615825
1052,100005233655843
1053,100005143441308
1054,100005097755691
1055,100005013138810
1056,100005012502628
1057,100004980907385
1058,100004881250345
1059,100004839067615
1060,100004613950968
1061,100004607590991
1062,100004605811458
1063,100004524393155
1064,100004514653994
1065,100004502416682
1066,100004500253990
1067,100004436551543
1068,100004433533009
1069,100004229238007
1070,100004159718198
1071,100003754498636
1072,100003750515385
1073,100003678438028
1074,100003655689679
1075,100003605232403
1076,100003524857675
1077,100003473066919
1078,100003469195327
1079,100003450953112
1080,100003366812009
1081,100003190971613
1082,100003167087245
1083,100003077003292
1084,100003049080663
1085,100003028677914
1086,100002966672850
1087,100002948687913
1088,100002944157299
1089,100002901294321
1090,100002770723499
1091,100002765024508
1092,100002751762516
1093,100002726345558
1094,100002678233702
1095,100002673170004
1096,100002627963953
1097,100002614433581
1098,100002577163790
1099,100002459968475
1100,100002374427817
1101,100002298194582
1102,100002268016036
1103,100002131461525
1104,100002029571350
1105,100001985304075
1106,100001911465973
1107,100001885610855
1108,100001860923375
1109,100001860024778
1110,100001854791617
1111,100001779334299
1112,100001761854759
1113,100001731232865
1114,100001717227247
1115,100001668101150
1116,100001519915447
1117,100001514963689
1118,100001495831231
1119,100001470896662
1120,100001389168990
1121,100001387490782
1122,100001383017383
1123,100001324893947
1124,100001200830746
1125,100001029551606
1126,100000936761044
1127,100000934514036
1128,100000933533448
1129,100000916492184
1130,100000787939660
1131,100000769519465
1132,100000724323816
1133,100000681592258
1134,100000655248372
1135,100000572870107
1136,100000550447964
1137,100000543307684
1138,100000542682296
1139,100000528541762
1140,100000522071228
1141,100000502505449
1142,100000475659164
1143,100000465153691
1144,100000453820630
1145,100000432635207
1146,100000430468154
1147,100000427804973
1148,100000426233427
1149,100000414139018
1150,100000390197686
1151,100000370006454
1152,100000369232391
1153,100000363695632
1154,100000345623738
1155,100000344667166
1156,100000342645968
1157,100000340804230
1158,100000336716888
1159,100000336234827
1160,100000333676095
1161,100000328447531
1162,100000317984926
1163,100000305298790
1164,100000303960269
1165,100000300024683
1166,100000298177499
1167,100000290348465
1168,100000278559975
1169,100000275354003
1170,100000273081515
1171,100000259904442
1172,100000257230582
1173,100000253757490
1174,100000241550332
1175,100000239441375
1176,100000237115702
1177,100000233871838
1178,100000233721540
1179,100000233093928
1180,100000225013888
1181,100000220908702
1182,100000207057393
1183,100000205834942
1184,100000202213355
1185,100000198801143
1186,100000196771717
1187,100000195790014
1188,100000189895291
1189,100000187265286
1190,100000172630600
1191,100000172313713
1192,100000148822696
1193,100000140572146
1194,100000139665621
1195,100000131028772
1196,100000125752857
1197,100000114888457
1198,100000108279104
1199,100000087608483
1200,100000080499835
1201,100000052977372
1202,100000038115410
1203,1836843644
1204,1794513592
1205,1792483632
1206,1684596878
1207,1641850458
1208,1602592699
1209,1571680639
1210,1541125794
1211,1534100503
1212,1511628004
1213,1498840367
1214,1490732487
1215,1489577148
1216,1467593993
1217,1455198912
1218,1370680212
1219,1337440065
1220,1325202883
1221,1240891451
1222,1220276137
1223,1184720043
1224,1154403082
1225,1145462043
1226,1071975566
1227,1017956508
1228,1017694653
1229,898955542
1230,868600502
1231,804145351
1232,716282885
1233,690156076
1234,679618226
1235,677936866
1236,669796796
1237,664802989
1238,660598031
1239,642012247
1240,631885357
1241,612931778
1242,600164606
1243,590887186
1244,579086789
1245,575625237
1246,567584057
1247,553135603
1248,544359288
1249,539187051
1250,533627832
1251,532548678
1252,519240510
1253,100004059307633
1254,100000240957963
1255,100001626629014
1256,100000728052155
1257,1133105737
1258,100001399557181
1259,100001053534532
1260,687588611
1261,100001559733455
1262,100000123831660
1263,100000795576496
1264,100000254351258
1265,1605435513
1266,100003543052553
1267,100001363698564
1268,100001259614123
1269,100002138074981
1270,100003771993035
1271,100001156497934
1272,100000064107643
1273,1267965996
1274,795124885
1275,100005565405462
1276,100000354794182
1277,100001449339594
1278,100002195028506
1279,892325313
1280,694606543
1281,100000239816243
1282,1844915783
1283,100005074414601
1284,100008387629423
1285,100014537640812
1286,100000496550902
1287,610919222
1288,100000149683152
1289,100008928063425
1290,1131662234
1291,100034856852019
1292,100034353210528
1293,100033758208626
1294,100033643657084
1295,100031595347726
1296,100030013360261
1297,100026724438108
1298,100026514051359
1299,100026453480304
1300,100024684900489
1301,100023987525917
1302,100023488422091
1303,100022388211695
1304,100022290608494
1305,100021954798315
1306,100015382422788
1307,100015034186366
1308,100014000112786
1309,100012894218819
1310,100012323348216
1311,100011440974861
1312,100011380931552
1313,100011017832924
1314,100010746945187
1315,100010739809264
1316,100010500393657
1317,100010320150989
1318,100009945347074
1319,100009729791134
1320,100009678703380
1321,100009389564981
1322,100009285545365
1323,100009047799085
1324,100008537894402
1325,100008039401667
1326,100007601823782
1327,100007045298147
1328,100006978439347
1329,100006845652615
1330,100006619275232
1331,100006566852993
1332,100006549337447
1333,100006479947082
1334,100006409470665
1335,100006061537565
1336,100005827508695
1337,100005661999229
1338,100005640908108
1339,100005426012842
1340,100005255195625
1341,100005243925747
1342,100005233140736
1343,100005039507466
1344,100004723442559
1345,100004444627743
1346,100004133715392
1347,100004131939208
1348,100004120086561
1349,100004041191461
1350,100004036520673
1351,100003779604402
1352,100003678937105
1353,100003658743563
1354,100003576601426
1355,100003495516158
1356,100003385448619
1357,100003282806822
1358,100003140768528
1359,100002947916380
1360,100002900006701
1361,100002680545896
1362,100002565699340
1363,100002560458113
1364,100002554222236
1365,100002426350787
1366,100002363461743
1367,100002304835835
1368,100002286600768
1369,100002182706997
1370,100002156724456
1371,100002065374582
1372,100002058947354
1373,100002050847960
1374,100001732406045
1375,100001731856460
1376,100001711297704
1377,100001650760146
1378,100001640975072
1379,100001613074013
1380,100001608144951
1381,100001492966454
1382,100001491953506
1383,100001467671422
1384,100001461855864
1385,100001409127837
1386,100001382093994
1387,100001163651659
1388,100001133595079
1389,100001055183106
1390,100001020907873
1391,100000920957473
1392,100000838115842
1393,100000806254272
1394,100000800353593
1395,100000759401676
1396,100000725826728
1397,100000699664263
1398,100000685566217
1399,100000668942789
1400,100000567660258
1401,100000556968767
1402,100000539089612
1403,100000502400482
1404,100000449101109
1405,100000436603781
1406,100000419827717
1407,100000408744649
1408,100000392558561
1409,100000378150962
1410,100000374041074
1411,100000371863035
1412,100000371753877
1413,100000362774002
1414,100000356258999
1415,100000347236009
1416,100000342535484
1417,100000337954226
1418,100000332141824
1419,100000328707421
1420,100000326709300
1421,100000326105743
1422,100000322431966
1423,100000320644937
1424,100000314261024
1425,100000313246442
1426,100000311497497
1427,100000310052026
1428,100000303297647
1429,100000300378634
1430,100000292413998
1431,100000284564567
1432,100000277161596
1433,100000274519800
1434,100000263006131
1435,100000262538437
1436,100000261694122
1437,100000259376349
1438,100000249528770
1439,100000248823772
1440,100000245893159
1441,100000241396885
1442,100000237486668
1443,100000225356289
1444,100000217136108
1445,100000209172679
1446,100000208646121
1447,100000207742561
1448,100000207033438
1449,100000200996422
1450,100000197768404
1451,100000181984575
1452,100000181320899
1453,100000175670985
1454,100000170005613
1455,100000164923994
1456,100000143713182
1457,100000140592586
1458,100000136582678
1459,100000113931349
1460,100000111266084
1461,100000064339784
1462,100000061899266
1463,100000057616749
1464,100000049854037
1465,100000042645307
1466,100000032993980
1467,100000006786950
1468,1851853627
1469,1794407987
1470,1785373534
1471,1784514780
1472,1768864299
1473,1765999288
1474,1717051899
1475,1697712368
1476,1643924859
1477,1579206501
1478,1463691217
1479,1429362901
1480,1390671853
1481,1299795767
1482,1297833350
1483,1293298595
1484,1251542498
1485,1236436618
1486,1155171523
1487,1137565837
1488,1081658027
1489,1073651348
1490,1066581384
1491,1042849451
1492,1040705344
1493,1037353077
1494,1035870571
1495,1029854960
1496,1017432080
1497,1007423036
1498,821122388
1499,782794594
1500,766652192
1501,739001800
1502,738681396
1503,726485820
1504,703239131
1505,693407498
1506,633619933
1507,614543447
1508,610523246
1509,600914716
1510,598655101
1511,594650971
1512,594601430
1513,540559237
1514,421225048633344
1515,100003852550335
1516,100000197343595
1517,100005048978494
1518,1167736722
1519,100002684595692
1520,100009250824258
1521,100002472963277
1522,100000300736921
1523,100000232155921
1524,100000479755999
1525,100000369212497
1526,100008629004479
1527,1207776678
1528,712712568
1529,100007282187694
1530,100000263888579
1531,100032223511669
1532,100000443659320
1533,729693383
1534,1213775170
1535,100009819674732
1536,100011121063252
1537,100000105006344
1538,100000334060261
1539,100002025113859
1540,100001277649886
1541,1627584513
1542,100002290336020
1543,100001667688819
1544,1811394707
1545,688186838
1546,100003372818430
1547,866390033
1548,621557657
1549,100008960730850
1550,1142295712456914
1551,677651815754471
1552,100037268494517
1553,100033784113748
1554,100033219976526
1555,100032680134176
1556,100031100733798
1557,100028175109307
1558,100027934545628
1559,100026570591586
1560,100026177646904
1561,100024819195387
1562,100024340830837
1563,100024163535188
1564,100023978221787
1565,100023701358133
1566,100023157609477
1567,100023100785363
1568,100022909395691
1569,100018911587159
1570,100018444790178
1571,100015417213582
1572,100015226506775
1573,100014931527352
1574,100014889108479
1575,100014741880586
1576,100014483800729
1577,100014139721903
1578,100013857315475
1579,100013457442942
1580,100013192600309
1581,100012728251610
1582,100012718218898
1583,100012697938348
1584,100012660909723
1585,100012564517932
1586,100012423285633
1587,100012266869454
1588,100011851601602
1589,100011572724954
1590,100011317715695
1591,100011214162714
1592,100010827301892
1593,100010543579076
1594,100010409077587
1595,100010385613431
1596,100010221881483
1597,100010116227845
1598,100009935970372
1599,100009935229059
1600,100009781787901
1601,100009729215745
1602,100009531514933
1603,100009452668412
1604,100009445870384
1605,100009432237256
1606,100009232965340
1607,100008632929621
1608,100008543857988
1609,100008393884080
1610,100008174983139
1611,100008168115350
1612,100007999773926
1613,100007985328173
1614,100007965162845
1615,100007872904016
1616,100007807875850
1617,100007762301145
1618,100007561778930
1619,100007515787448
1620,100007329284978
1621,100006997328951
1622,100006845372595
1623,100006456096003
1624,100006162497508
1625,100006153216749
1626,100006017927800
1627,100005922964372
1628,100005881657035
1629,100005835583188
1630,100005724792186
1631,100005692328906
1632,100005613510237
1633,100005578329508
1634,100005516686486
1635,100005401380664
1636,100005315893349
1637,100005104025913
1638,100005103541568
1639,100004985827566
1640,100004928311595
1641,100004801570067
1642,100004700888418
1643,100004586527974
1644,100004572154925
1645,100004444182323
1646,100004376495408
1647,100004370653643
1648,100004304443671
1649,100004281155835
1650,100004234875237
1651,100004182639921
1652,100004120841456
1653,100004045580768
1654,100003987083946
1655,100003955676330
1656,100003828823547
1657,100003682122095
1658,100003632150012
1659,100003626167116
1660,100003601006069
1661,100003589248701
1662,100003575867528
1663,100003480530069
1664,100003476146400
1665,100003404502704
1666,100003326306493
1667,100003316862091
1668,100003305086352
1669,100003256135628
1670,100003157141769
1671,100003048087067
1672,100003031744207
1673,100002916732348
1674,100002860513712
1675,100002856907000
1676,100002845891926
1677,100002807792229
1678,100002762744368
1679,100002684015671
1680,100002677424642
1681,100002624850670
1682,100002615574352
1683,100002610897947
1684,100002524042441
1685,100002512651176
1686,100002460235474
1687,100002395034783
1688,100002366957030
1689,100002363797208
1690,100002343275665
1691,100002253804177
1692,100002208116292
1693,100002190690253
1694,100002160426442
1695,100002076300819
1696,100001963352531
1697,100001923121095
1698,100001894461071
1699,100001877059998
1700,100001850113600
1701,100001842940726
1702,100001730670887
1703,100001683354984
1704,100001624950332
1705,100001562271763
